Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Albania,ALB,2012,1133125,414508,1126111,135626,51338
Albania,ALB,2014,1182598,301570,942923,244708,101968
Albania,ALB,2015,1491058,345170,766174,98441,30450
Albania,ALB,2016,1482809,322584,726750,126649,30677
Albania,ALB,2017,1463928,319338,740231,86535,38253
Albania,ALB,2018,1700356,278202,537060,65776,26339
Albania,ALB,2019,1693852,322009,506450,38496,6994
Albania,ALB,2020,1743268,281307,450224,45061,8620
Algeria,DZA,2011,15487653,6051384,13760960,1729655,0
Angola,AGO,2018,4458374,1836811,8289672,4525471,12370168
Argentina (urban),,2010,30636408,1833671,3792341,730917,576487
Argentina (urban),,2011,32026439,1686558,3421650,425814,459187
Argentina (urban),,2012,32826741,1659615,2986550,492126,488196
Argentina (urban),,2013,33126949,1715115,3163676,449193,423467
Argentina (urban),,2014,32634114,2087705,3620812,563859,416450
Argentina (urban),,2016,33531103,2040997,3595781,528299,510220
Argentina (urban),,2017,34907365,1709662,2961109,572441,452419
Argentina (urban),,2018,33718445,2134092,3796371,658621,671359
Argentina (urban),,2019,33002568,2154185,4571276,887202,695949
Argentina (urban),,2020,31252061,2703867,5836514,845951,912863
Argentina (urban),,2021,33251816,2530740,4551648,797967,568393
Argentina (urban),,2022,33384182,2630794,4598399,671706,541427
Argentina (urban),,2023,32478762,2600869,5598101,820224,485952
Argentina (urban),,2024,33300655,2463904,5237478,757400,406343
Armenia,ARM,2010,673217,362817,1579216,339896,89654
Armenia,ARM,2011,755499,363868,1510529,303243,94761
Armenia,ARM,2012,790321,431008,1462914,264291,75566
Armenia,ARM,2013,885993,400783,1391648,254524,89052
Armenia,ARM,2014,905623,445618,1318615,240342,103602
Armenia,ARM,2015,1048772,433540,1237978,198607,85703
Armenia,ARM,2016,1242505,377242,1086163,211104,75286
Armenia,ARM,2017,979813,428303,1330455,170441,70388
Armenia,ARM,2018,966239,436441,1286358,193961,86001
Armenia,ARM,2019,837815,432859,1400670,219232,71924
Armenia,ARM,2020,759999,479258,1523106,154223,44914
Armenia,ARM,2021,812384,461812,1428278,197082,62744
Armenia,ARM,2022,840652,474492,1355669,242065,56322
Armenia,ARM,2023,823675,452848,1438231,192394,57152
Armenia,ARM,2024,1067417,527940,1264803,149549,23791
Australia,AUS,2010,21745337,66096,88126,22032,110159
Australia,AUS,2014,23193978,46951,70427,23476,140854
Australia,AUS,2016,23900617,48382,96764,24190,120955
Australia,AUS,2018,24638736,24963,149779,0,149780
Australia,AUS,2020,25238860,25649,102597,51299,230843
Austria,AUT,2010,8278392,16063,20842,4649,43458
Austria,AUT,2011,8277029,27963,38397,8241,40013
Austria,AUT,2012,8308894,30925,32573,990,56609
Austria,AUT,2013,8409900,11897,26090,3274,28662
Austria,AUT,2014,8474747,8452,37187,6804,19166
Austria,AUT,2015,8505352,37082,37048,4048,59169
Austria,AUT,2016,8598532,22214,37921,19984,58017
Austria,AUT,2017,8725516,11419,25591,4272,30768
Austria,AUT,2018,8733939,4762,41055,10519,50246
Austria,AUT,2019,8791797,12406,12443,5852,57422
Austria,AUT,2020,8804314,17120,16290,13279,65861
Austria,AUT,2021,8833430,20530,55448,2880,43509
Austria,AUT,2022,8933690,9327,34867,5740,58227
Austria,AUT,2023,9030234,8951,39276,5064,48236
Bangladesh,BGD,2010,11048659,6325495,55485278,41111561,38230991
Bangladesh,BGD,2016,14389881,8555550,65903851,40586370,31376284
Bangladesh,BGD,2022,31106832,17174481,86451317,24643178,10009088
Barbados,BRB,2016,212893,22599,35276,4140,4690
Belarus,BLR,2010,6758009,1015079,1585964,108459,16325
Belarus,BLR,2011,7107117,976921,1293050,79381,5174
Belarus,BLR,2012,7835933,744094,841998,17140,7671
Belarus,BLR,2013,8374793,516470,537859,11967,2122
Belarus,BLR,2014,8394696,546829,501943,5047,0
Belarus,BLR,2015,8151780,663726,617425,28145,0
Belarus,BLR,2016,8044195,727284,671346,26554,0
Belarus,BLR,2017,8154817,721053,568627,11889,2603
Belarus,BLR,2018,8523475,505007,396316,11909,2078
Belarus,BLR,2019,8692262,363916,361862,1718,0
Belarus,BLR,2020,8774007,358035,241731,6179,0
Belgium,BEL,2010,10814682,27576,31650,6195,15483
Belgium,BEL,2011,10946754,22510,37006,11673,20321
Belgium,BEL,2012,11041210,12856,27175,6579,19112
Belgium,BEL,2013,11080985,18904,34767,8625,16126
Belgium,BEL,2014,11170334,8208,16340,5601,8574
Belgium,BEL,2015,11237951,10112,4130,6536,15467
Belgium,BEL,2016,11278728,17139,25740,3037,6778
Belgium,BEL,2017,11315455,19189,14792,5820,19902
Belgium,BEL,2018,11390574,12882,13342,0,10256
Belgium,BEL,2019,11457132,4960,12047,2565,12276
Belgium,BEL,2020,11502716,3038,19350,3600,9900
Belgium,BEL,2021,11554312,2574,14465,10607,4237
Belgium,BEL,2022,11654891,4576,12407,5947,2389
Belgium,BEL,2023,11745450,4346,19913,0,10237
Belize,BLZ,2018,274746,31413,59888,11347,3953
Benin,BEN,2011,393658,204204,1409292,1213028,6973772
Benin,BEN,2015,578406,194111,1113756,1996706,7477702
Benin,BEN,2018,968649,527748,3717366,2673755,4667533
Benin,BEN,2021,1139928,699701,4997049,3114050,3722252
Bhutan,BTN,2012,289171,79993,261558,60399,26158
Bhutan,BTN,2017,354176,79261,248634,52544,19720
Bhutan,BTN,2022,652896,57819,66969,3176,54
Bolivia,BOL,2011,6995978,736792,1524257,374238,717664
Bolivia,BOL,2012,7146397,643517,1558218,339375,828300
Bolivia,BOL,2013,7522955,636021,1508656,293064,721912
Bolivia,BOL,2014,7676672,722890,1456259,385728,607339
Bolivia,BOL,2015,7740120,743575,1562164,284850,683996
Bolivia,BOL,2016,7787209,743311,1507737,339874,801889
Bolivia,BOL,2017,8000861,724942,1562039,329298,727447
Bolivia,BOL,2018,8296378,755585,1541936,374052,540417
Bolivia,BOL,2019,8868439,723425,1408366,304839,366317
Bolivia,BOL,2020,8731838,785886,1523824,272922,501829
Bolivia,BOL,2021,9073738,827565,1375506,295903,364648
Bolivia,BOL,2022,9051070,792409,1541632,297468,394575
Bolivia,BOL,2023,9329238,890760,1398695,280488,344978
Bolivia,BOL,2024,9498455,759852,1552418,348091,254499
Bosnia and Herzegovina,BIH,2011,2829401,313570,506670,57619,34538
Bosnia and Herzegovina,BIH,2015,2582636,328866,500069,65319,41651
Bosnia and Herzegovina,BIH,2021,2605682,261106,344452,24988,8679
Botswana,BWA,2015,682822,138426,611013,321333,476456
Brazil,BRA,2011,117612038,14886851,39032659,9851747,13901441
Brazil,BRA,2012,122826388,14190100,38744079,8544413,12571132
Brazil,BRA,2013,128908076,14217368,36189648,8491861,10671351
Brazil,BRA,2014,132956872,14265658,35417418,7910592,9534580
Brazil,BRA,2015,132120634,14386552,36147465,8177445,10843440
Brazil,BRA,2016,129892778,14196759,37172346,8760476,13195753
Brazil,BRA,2017,131101062,13668265,37079571,8611386,14243156
Brazil,BRA,2018,133365703,13677713,36244885,8575891,14243072
Brazil,BRA,2019,135570265,13730612,35524367,8040070,14590142
Brazil,BRA,2020,149889162,15299004,32227439,5472953,5772290
Brazil,BRA,2021,130027309,15438362,40034102,8420840,15629675
Brazil,BRA,2022,141599084,15509757,35284124,7705897,10207554
Brazil,BRA,2023,146814588,15137418,33487778,7671080,8029872
Brazil,BRA,2024,154340482,13890315,30637165,6754708,6375906
Bulgaria,BGR,2010,5728466,492198,810530,167254,197151
Bulgaria,BGR,2011,5593269,506924,832675,162029,253431
Bulgaria,BGR,2012,5625759,453335,804443,202276,220075
Bulgaria,BGR,2013,5741792,331898,689519,162900,233896
Bulgaria,BGR,2014,5806277,334513,627535,112788,192459
Bulgaria,BGR,2015,5535110,359615,642270,127299,319931
Bulgaria,BGR,2016,5756076,340559,443925,142124,211455
Bulgaria,BGR,2017,5705011,302811,543145,116216,136285
Bulgaria,BGR,2018,5877807,220592,440858,71237,100304
Bulgaria,BGR,2019,5862435,209661,347571,89135,107924
Bulgaria,BGR,2020,6001537,171460,277849,53639,46211
Bulgaria,BGR,2021,5963976,120127,291197,52085,79916
Bulgaria,BGR,2022,5978979,128311,247564,42168,68075
Bulgaria,BGR,2023,6064100,100501,179545,37275,65175
Burkina Faso,BFA,2014,622343,375292,3120829,3403474,10707522
Burkina Faso,BFA,2018,1671092,506670,4830527,3821794,9870037
Burkina Faso,BFA,2021,1434152,715450,5768823,5024708,9396353
Burundi,BDI,2013,177581,126603,1046368,1216796,8052215
Burundi,BDI,2020,213879,111130,1299406,1644370,9400518
Cameroon,CMR,2014,4523587,1498418,6693055,2941743,6403089
Cameroon,CMR,2021,5301796,1825907,8965150,3990776,7312527
Canada,CAN,2010,33665845,102018,102017,34006,102018
Canada,CAN,2011,34030167,68678,103018,34339,103018
Canada,CAN,2012,34227408,138854,208280,34714,104140
Canada,CAN,2013,34589858,105243,175405,35081,175405
Canada,CAN,2014,35044289,70868,141737,70868,106302
Canada,CAN,2015,35240338,107113,178523,35704,142818
Canada,CAN,2016,35713585,72222,144443,36111,144443
Canada,CAN,2017,36143080,109635,109636,36545,146180
Canada,CAN,2018,36664821,74145,148291,37073,148290
Canada,CAN,2019,37242311,37619,150474,37618,150474
Canada,CAN,2020,37838497,38028,76058,38028,38029
Canada,CAN,2021,38010425,76480,38239,38240,76480
Canada,CAN,2022,38624448,77872,116808,0,116808
Cape Verde,CPV,2015,137265,42091,180922,77286,74830
Central African Republic,CAF,2021,140826,59971,621361,628792,3661150
Chad,TCD,2011,962023,506185,3157995,2363835,5764959
Chad,TCD,2018,1055313,573459,4407275,3510812,6874018
Chad,TCD,2022,1310711,629416,5180858,4049026,7285305
Chile,CHL,2011,11669058,1611870,3367435,416086,287367
Chile,CHL,2013,13705179,1439357,2191896,212542,138032
Chile,CHL,2015,14728099,1207863,1827434,162452,121776
Chile,CHL,2017,15814588,1077365,1472729,104590,89596
Chile,CHL,2020,16042825,1139565,1659271,195394,333569
Chile,CHL,2022,17563752,796870,989735,76114,126565
Chile,CHL,2024,18189352,683440,749498,63487,78995
China,CHN,2010,343798984,109744853,417015042,191797269,275348812
China,CHN,2011,391633203,118542983,442838596,186384602,205635624
China,CHN,2012,453858220,123250927,436634432,166089377,174356996
China,CHN,2013,530786566,136633284,468081342,145376755,82361989
China,CHN,2014,597203832,141614079,444566015,125294775,63181267
China,CHN,2015,658226594,146145703,428895095,107167250,39425326
China,CHN,2016,713448566,147333965,410574154,87409812,29023455
China,CHN,2017,753897106,145324624,392789090,82215469,21988751
China,CHN,2018,814309552,145551714,365991065,66392641,10514964
China,CHN,2019,863604415,146018543,355507827,42614239,0
China,CHN,2020,845291824,157109293,385398646,23300269,0
China,CHN,2021,977819158,143335410,286890390,4314978,0
China,CHN,2022,969837630,141816584,293270829,7249933,0
China (rural),,2010,53254928,26016275,198133926,138305299,263388516
China (rural),,2011,59108172,30425522,222133554,133228292,203007436
China (rural),,2012,73882470,35782135,229122615,121966697,174356995
China (rural),,2013,107641222,55843141,278644965,98682504,79598664
China (rural),,2014,130459925,63824682,270165175,83092254,59502508
China (rural),,2015,149576022,68446738,257936801,73404359,39425328
China (rural),,2016,165184065,70796435,241698402,64513065,29023457
China (rural),,2017,179251904,69929897,224622784,59337992,21988751
China (rural),,2018,205924802,72222216,202457633,48940224,10514965
China (rural),,2019,222809500,72658219,192031708,37449885,0
China (rural),,2020,214232022,74938233,206696507,18854230,0
China (rural),,2021,275017596,69348582,149584252,4314978,0
China (rural),,2022,273783192,65485165,144669551,7249932,0
China (urban),,2010,290544050,83728584,218881115,53491981,11960286
China (urban),,2011,332524997,88117506,220705022,53156319,2628188
China (urban),,2012,379975781,87468780,207511848,44122695,0
China (urban),,2013,423145407,80790136,189436374,46694261,2763326
China (urban),,2014,466743943,77789377,174400887,42202519,3678762
China (urban),,2015,508650598,77698989,170958297,33762900,0
China (urban),,2016,548264519,76537527,168875795,22896751,0
China (urban),,2017,574645169,75394744,168166259,22877476,0
China (urban),,2018,608384780,73329508,163533447,17452425,0
China (urban),,2019,640794935,73360316,163476106,5164355,0
China (urban),,2020,631059794,82171056,178702118,4446040,0
China (urban),,2021,702801626,73986824,137306142,0,0
China (urban),,2022,696054446,76331418,148601272,0,0
Colombia,COL,2010,18864348,3545665,12237030,4156554,5973723
Colombia,COL,2011,20367693,3630594,12243492,3911540,5106297
Colombia,COL,2012,21067037,3483045,11549702,3794217,5821807
Colombia,COL,2013,22174831,3628294,11424314,3468246,5455899
Colombia,COL,2014,23331734,3712625,10973596,3451777,5095696
Colombia,COL,2015,23735371,3849894,11219829,3371862,4792984
Colombia,COL,2016,23954869,3824533,11529692,3359035,4769383
Colombia,COL,2017,24516151,3901205,11721989,3405834,4585901
Colombia,COL,2018,24960503,3922827,11826365,3496346,4818423
Colombia,COL,2019,25177980,3883908,11611193,3600618,5634285
Colombia,COL,2020,21981271,4060447,12531014,4075488,7981776
Colombia,COL,2021,24459997,4224612,13105349,3650615,5747599
Colombia,COL,2022,26656215,4306771,12580068,3400748,4794142
Colombia,COL,2023,27661084,4223857,12481364,3438650,4516197
Colombia,COL,2024,29060875,4253564,11821587,3254608,4495730
Comoros,COM,2014,116990,48658,206164,116585,223106
Comoros,COM,2020,148978,67149,378344,136034,71658
Comoros,COM,2024,184683,91042,434888,112104,43911
Congo,COG,2011,580765,243626,1290978,739802,1842139
Costa Rica,CRI,2010,3339859,357682,652154,105627,100640
Costa Rica,CRI,2011,3362590,335663,672511,113504,125565
Costa Rica,CRI,2012,3493600,310100,639226,101481,119527
Costa Rica,CRI,2013,3555421,293157,643929,99035,124605
Costa Rica,CRI,2014,3571475,321556,649887,110403,113798
Costa Rica,CRI,2015,3653043,322131,614851,110446,117567
Costa Rica,CRI,2016,3717102,324290,609722,98935,116949
Costa Rica,CRI,2017,3826061,313137,598630,89423,85926
Costa Rica,CRI,2018,3858328,279296,606658,98479,115057
Costa Rica,CRI,2019,3823081,340052,646143,103793,86484
Costa Rica,CRI,2020,3476904,384637,849839,154201,168739
Costa Rica,CRI,2021,3811376,345483,693429,100423,109277
Costa Rica,CRI,2022,3864797,346940,667567,121216,81245
Costa Rica,CRI,2023,4007289,314711,611385,93538,78602
Costa Rica,CRI,2024,4200459,284800,509556,69242,65853
Costa Rica,CRI,2025,4390489,262827,409890,50857,38887
Cote d'Ivoire,CIV,2015,1734253,834149,6355676,4558174,11764090
Cote d'Ivoire,CIV,2018,3961155,1892937,10480980,5462765,6030755
Cote d'Ivoire,CIV,2021,3929341,1847636,11851553,6286887,6290769
Croatia,HRV,2010,3785604,170167,240909,36961,61786
Croatia,HRV,2011,3715008,190671,287111,45334,42498
Croatia,HRV,2012,3618578,204766,337913,53442,45669
Croatia,HRV,2013,3636087,199791,310577,36381,51086
Croatia,HRV,2014,3672853,195502,256570,27844,48829
Croatia,HRV,2015,3675195,163489,258566,25566,28909
Croatia,HRV,2016,3728108,132533,190400,20623,35203
Croatia,HRV,2017,3702141,114613,176570,23166,24917
Croatia,HRV,2018,3759167,89877,108263,11367,20101
Croatia,HRV,2019,3755122,73104,96742,10041,14381
Croatia,HRV,2020,3733639,76176,73266,13749,17376
Croatia,HRV,2021,3751777,48102,63619,2263,13220
Croatia,HRV,2022,3722445,41339,70075,6447,15335
Croatia,HRV,2023,3756725,24455,56379,11985,10142
Cyprus,CYP,2010,1122920,2183,1610,440,663
Cyprus,CYP,2011,1142068,663,3394,0,368
Cyprus,CYP,2012,1162081,1722,1352,193,49
Cyprus,CYP,2013,1178270,1950,1437,1089,1149
Cyprus,CYP,2014,1189972,7213,2709,729,1178
Cyprus,CYP,2015,1213254,3492,1651,553,552
Cyprus,CYP,2016,1232977,2461,497,234,943
Cyprus,CYP,2017,1251794,484,1354,0,643
Cyprus,CYP,2018,1265689,1761,2258,36,993
Cyprus,CYP,2019,1278762,1442,3603,616,2248
Cyprus,CYP,2020,1299292,398,1729,540,288
Cyprus,CYP,2021,1314995,1109,454,101,650
Cyprus,CYP,2022,1329975,910,418,0,67
Cyprus,CYP,2023,1341852,2232,651,64,177
Czechia,CZE,2010,10282994,72831,105805,8991,3789
Czechia,CZE,2011,10278738,119451,86428,3945,7526
Czechia,CZE,2012,10327469,70388,84087,19941,8900
Czechia,CZE,2013,10365127,60118,83093,1130,4804
Czechia,CZE,2014,10323587,86981,107995,5697,1087
Czechia,CZE,2015,10385462,81896,76363,1414,924
Czechia,CZE,2016,10427143,50314,80442,8433,0
Czechia,CZE,2017,10512485,26844,42527,12582,0
Czechia,CZE,2018,10570565,18206,35969,4246,942
Czechia,CZE,2019,10596625,46132,29113,0,0
Czechia,CZE,2020,10625854,20725,49471,937,871
Czechia,CZE,2021,10443739,31443,21935,2367,6288
Czechia,CZE,2022,10568523,42757,49137,11701,0
Czechia,CZE,2023,10728999,43987,85889,5167,0
Democratic Republic of Congo,COD,2012,921149,674313,6890652,7183976,58598438
Democratic Republic of Congo,COD,2020,1275609,673512,5237821,6906625,81896433
Denmark,DNK,2010,5526678,2669,10653,4505,3178
Denmark,DNK,2011,5525770,9694,35108,0,0
Denmark,DNK,2012,5517954,24444,49174,0,0
Denmark,DNK,2013,5561781,9844,25849,0,17458
Denmark,DNK,2014,5579407,11790,38546,0,13732
Denmark,DNK,2015,5654010,1054,13888,4561,9970
Denmark,DNK,2016,5695328,1783,13722,1231,15946
Denmark,DNK,2017,5749399,1038,4681,1644,8218
Denmark,DNK,2018,5770654,7985,1873,0,13124
Denmark,DNK,2019,5785547,2156,7188,3878,15653
Denmark,DNK,2020,5796407,6207,14851,4318,9621
Denmark,DNK,2021,5837778,2376,7578,0,9001
Denmark,DNK,2022,5852494,3083,32005,1023,14432
Denmark,DNK,2023,5909064,394,16131,0,21363
Djibouti,DJI,2012,162173,55388,341621,152584,254981
Djibouti,DJI,2013,132553,47937,333391,163194,307749
Djibouti,DJI,2017,142815,59768,391019,193722,267517
Dominican Republic,DOM,2010,4922240,772078,2739066,842072,544719
Dominican Republic,DOM,2011,5070160,878408,2831662,634570,530821
Dominican Republic,DOM,2012,5064301,1022624,2769149,667463,546874
Dominican Republic,DOM,2013,5270609,919969,2820594,731512,451149
Dominican Republic,DOM,2014,5912489,949620,2550786,476735,425898
Dominican Republic,DOM,2015,6420262,941558,2292607,439438,340964
Dominican Republic,DOM,2016,6755683,906880,2180574,395618,312675
Dominican Republic,DOM,2017,7114579,1011135,2093456,285510,162163
Dominican Republic,DOM,2018,7500312,1024975,1932050,205981,118735
Dominican Republic,DOM,2019,7851388,995191,1727313,210232,109919
Dominican Republic,DOM,2020,7496814,1124121,1912311,331655,143399
Dominican Republic,DOM,2021,7565012,1129558,2022657,264819,141430
Dominican Republic,DOM,2022,7919736,1038793,1916971,247926,107308
Dominican Republic,DOM,2023,8519131,899591,1572571,195770,144202
Dominican Republic,DOM,2024,9132766,699203,1363138,143849,88601
East Asia and Pacific (WB),WB_EAP,2010,719924875,153849456,624675798,298674249,417489382
East Asia and Pacific (WB),WB_EAP,2011,782548754,165744539,649981499,291970335,340581369
East Asia and Pacific (WB),WB_EAP,2012,857355876,170525412,650073934,273231546,297894576
East Asia and Pacific (WB),WB_EAP,2013,947539576,186181347,678816527,250771950,203762600
East Asia and Pacific (WB),WB_EAP,2014,1025450011,193596356,658996541,229044333,177298295
East Asia and Pacific (WB),WB_EAP,2015,1098525244,199340076,653890822,209709821,139378325
East Asia and Pacific (WB),WB_EAP,2016,1167784762,205279556,641306601,186489128,116215921
East Asia and Pacific (WB),WB_EAP,2017,1225968740,205018581,629233994,176699362,96554907
East Asia and Pacific (WB),WB_EAP,2018,1297661760,208590952,607862968,156307170,77153470
East Asia and Pacific (WB),WB_EAP,2019,1357830141,210584015,599996831,130392904,60958285
East Asia and Pacific (WB),WB_EAP,2020,1341149122,219190422,632253730,112302054,64525472
East Asia and Pacific (WB),WB_EAP,2021,1475598584,206159965,538785629,92321757,62251889
East Asia and Pacific (WB),WB_EAP,2022,1471233075,203421872,551973125,95606801,57382151
East Asia and Pacific (WB),WB_EAP,2023,1530279229,195008769,520616230,86428784,52108588
East Asia and Pacific (WB),WB_EAP,2024,1564883312,192111045,500941161,83222505,47161465
East Asia and Pacific (WB),WB_EAP,2025,1600196264,189463835,480116987,77374240,42482722
East Asia and Pacific (WB),WB_EAP,2026,1632053781,185980042,460301625,73504048,39145720
East Timor,TLS,2014,27146,20643,292604,325116,523595
Eastern and Southern Africa (WB),,2010,47091644,16596097,109711227,83641645,273267771
Eastern and Southern Africa (WB),,2011,49452494,17659972,115422833,86153894,276048791
Eastern and Southern Africa (WB),,2012,50574822,18464958,121855114,90808218,277906872
Eastern and Southern Africa (WB),,2013,52344348,19383879,128084644,93788116,281601701
Eastern and Southern Africa (WB),,2014,54228497,20341125,133310412,95537372,287551554
Eastern and Southern Africa (WB),,2015,55097943,20835238,137866629,96707589,296615865
Eastern and Southern Africa (WB),,2016,56081197,21125103,141050552,97272335,307840221
Eastern and Southern Africa (WB),,2017,57014854,21329167,143239810,99594485,318880436
Eastern and Southern Africa (WB),,2018,56319273,21210901,146066739,103391967,330812208
Eastern and Southern Africa (WB),,2019,55905282,21227109,147871280,107839886,343106651
Eastern and Southern Africa (WB),,2020,52763398,20518326,146061567,111340208,363762581
Eastern and Southern Africa (WB),,2021,53772834,20619399,148705961,116139585,373853165
Eastern and Southern Africa (WB),,2022,56523171,21398815,155328342,119225894,379345154
Eastern and Southern Africa (WB),,2023,56803285,21410403,159247776,124135905,388894023
Eastern and Southern Africa (WB),,2024,58418055,22219125,164431823,127530843,396681050
Eastern and Southern Africa (WB),,2025,61131229,23649758,172993408,131512939,399557466
Eastern and Southern Africa (WB),,2026,64372382,24816071,182265233,135569746,401956152
Ecuador,ECU,2010,7703859,1380487,3822867,997348,1172134
Ecuador,ECU,2011,8561762,1269433,3671814,835584,987634
Ecuador,ECU,2012,9256141,1243672,3366118,767342,938921
Ecuador,ECU,2013,9335695,1326500,3612310,822845,709778
Ecuador,ECU,2014,9987429,1445955,3289624,675533,636583
Ecuador,ECU,2015,10004146,1411360,3354754,719937,776028
Ecuador,ECU,2016,10206591,1466221,3337424,674587,820316
Ecuador,ECU,2017,10652600,1362357,3337751,689588,717223
Ecuador,ECU,2018,10677773,1438263,3358908,774496,800108
Ecuador,ECU,2019,10642530,1385665,3663130,842745,805950
Ecuador,ECU,2020,9620634,1601592,3962815,880374,1480649
Ecuador,ECU,2021,10423159,1339045,4015037,972299,932914
Ecuador,ECU,2022,10909932,1404632,3866023,851051,792258
Ecuador,ECU,2023,10776459,1662956,3750639,948429,841601
Ecuador,ECU,2024,10764086,1455969,3716969,872159,1326295
Ecuador,ECU,2025,11339197,1437050,3982133,906284,625232
Egypt,EGY,2010,21384480,11540875,48175274,7633679,1391284
Egypt,EGY,2012,23779107,13334258,50612569,5324912,1174706
Egypt,EGY,2015,28112210,14923422,49519854,5838011,1203847
Egypt,EGY,2017,22570409,12391495,55861415,11088202,3274063
Egypt,EGY,2019,26934355,14046291,56255361,8924700,2150093
Egypt,EGY,2021,30181882,16446076,57650053,6416274,1541883
El Salvador,SLV,2010,2165453,579793,1982762,650856,689385
El Salvador,SLV,2011,2084978,592558,2149899,647999,614693
El Salvador,SLV,2012,2190618,653827,2171437,575696,522397
El Salvador,SLV,2013,2445219,681242,2018338,555642,438398
El Salvador,SLV,2014,2477591,648457,2076655,531721,428531
El Salvador,SLV,2015,2608363,695125,2074930,477434,327824
El Salvador,SLV,2016,2753880,660584,1947589,480660,358087
El Salvador,SLV,2017,2858035,718745,1944890,409085,282778
El Salvador,SLV,2018,3120688,668049,1795118,382986,252966
El Salvador,SLV,2019,3388745,672537,1679402,295958,185676
El Salvador,SLV,2021,3531626,625544,1484828,292806,320978
El Salvador,SLV,2022,3573189,650440,1452581,277106,327003
El Salvador,SLV,2023,3786417,633816,1346630,250194,292567
Equatorial Guinea,GNQ,2022,581322,185191,670871,232036,160968
Estonia,EST,2010,1189816,46102,67350,14259,13948
Estonia,EST,2011,1202871,43643,57650,7929,15346
Estonia,EST,2012,1209700,43690,47272,8180,13854
Estonia,EST,2013,1208895,39792,44389,10740,14181
Estonia,EST,2014,1227329,21911,42509,9757,13039
Estonia,EST,2015,1254119,23649,24735,4216,8688
Estonia,EST,2016,1268837,15894,20676,2683,7700
Estonia,EST,2017,1281288,12181,15916,1162,6837
Estonia,EST,2018,1292805,12091,9854,1714,5513
Estonia,EST,2019,1297831,5917,10748,2846,9556
Estonia,EST,2020,1300079,7538,14994,1406,5505
Estonia,EST,2021,1312427,5152,7876,830,4647
Estonia,EST,2022,1307434,14062,18459,2164,6721
Estonia,EST,2023,1344856,7542,10020,3525,4343
Eswatini,SWZ,2016,195493,42540,242310,158097,512544
Ethiopia,ETH,2010,3843476,2385303,26477061,24780203,34358197
Ethiopia,ETH,2015,6867908,3793625,35594268,24291279,34745568
Ethiopia,ETH,2021,4470112,3495752,36310178,30672943,47189607
Europe and Central Asia (WB),WB_ECA,2010,729399685,39752918,74935519,13323885,33578393
Europe and Central Asia (WB),WB_ECA,2011,738100005,39434393,69927192,13116163,32431847
Europe and Central Asia (WB),WB_ECA,2012,744817841,38059415,67983591,12990302,32663347
Europe and Central Asia (WB),WB_ECA,2013,763458576,40296786,73614819,12569263,9967756
Europe and Central Asia (WB),WB_ECA,2014,767050758,40739204,71904836,12945769,10920521
Europe and Central Asia (WB),WB_ECA,2015,767002801,41900892,75139406,12536479,10947910
Europe and Central Asia (WB),WB_ECA,2016,774738522,41501135,74968910,11356403,9014038
Europe and Central Asia (WB),WB_ECA,2017,786971267,39740206,68788305,10503982,9062096
Europe and Central Asia (WB),WB_ECA,2018,797832352,38705551,65114033,9378192,7659152
Europe and Central Asia (WB),WB_ECA,2019,807247800,36241325,62193896,9147160,7101979
Europe and Central Asia (WB),WB_ECA,2020,813945321,34586052,57965899,9334616,7832560
Europe and Central Asia (WB),WB_ECA,2021,830229282,28853230,50234962,7665782,7397800
Europe and Central Asia (WB),WB_ECA,2022,832135779,29217735,48904815,7010573,6965594
Europe and Central Asia (WB),WB_ECA,2023,852900478,22889307,37315706,5614914,6053099
Europe and Central Asia (WB),WB_ECA,2024,862438178,21458338,34305772,4805279,5255665
Europe and Central Asia (WB),WB_ECA,2025,868970385,20255371,30411604,4290912,4918128
Europe and Central Asia (WB),WB_ECA,2026,872695797,19610851,29132349,4084400,4706107
Fiji,FJI,2013,377887,110469,355921,58145,14226
Fiji,FJI,2019,246657,107205,422484,95992,42571
Finland,FIN,2010,5345550,6156,7881,59,3706
Finland,FIN,2011,5379272,1580,3921,623,2876
Finland,FIN,2012,5397509,5419,7479,709,2855
Finland,FIN,2013,5423010,4447,6544,310,4661
Finland,FIN,2014,5447885,4003,4952,929,3743
Finland,FIN,2015,5464944,2286,6110,2110,4081
Finland,FIN,2016,5479013,4566,7202,1926,2596
Finland,FIN,2017,5497183,2648,3679,504,4200
Finland,FIN,2018,5501300,2445,3915,3615,4250
Finland,FIN,2019,5510456,1741,3889,3251,2269
Finland,FIN,2020,5523517,1487,2422,453,1664
Finland,FIN,2021,5530269,2051,6143,1371,1183
Finland,FIN,2022,5537442,3766,8843,167,5888
Finland,FIN,2023,5556266,2825,11397,2531,10892
France,FRA,2010,64726612,62926,146125,32042,58507
France,FRA,2011,65071033,116855,111079,18237,23628
France,FRA,2012,65336649,94253,161706,25032,40020
